Id,LotArea,Street,Alley,Utilities,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofStyle,Foundation,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,SaleCondition,SalePrice
612,10395,Pave,,AllPub,NWAmes,1Fam,SLvl,1978,Gable,CBlock,SBrkr,1032,2,3,1,1,2,Normal,148000
613,11885,Pave,,AllPub,CollgCr,1Fam,2Story,2001,Gable,PConc,SBrkr,1872,2,3,1,1,2,Normal,261500
614,8402,Pave,,AllPub,Mitchel,1Fam,1Story,2007,Gable,PConc,SBrkr,1120,1,3,1,0,0,Partial,147000
615,1491,Pave,,AllPub,MeadowV,TwnhsE,SFoyer,1972,Gable,CBlock,SBrkr,630,1,1,1,0,0,Normal,75500
616,8800,Pave,,AllPub,NAmes,1Fam,SFoyer,1963,Gable,PConc,SBrkr,1054,1,3,1,0,2,Abnorml,137500
617,7861,Pave,,AllPub,Gilbert,1Fam,2Story,2002,Gable,PConc,SBrkr,1509,2,3,1,1,2,Normal,183200
618,7227,Pave,,AllPub,NAmes,1Fam,1.5Unf,1954,Gable,CBlock,SBrkr,832,1,2,1,0,2,Normal,105500
619,11694,Pave,,AllPub,NridgHt,1Fam,1Story,2007,Hip,PConc,SBrkr,1828,2,3,1,1,3,Partial,314813
620,12244,Pave,,AllPub,Timber,1Fam,2Story,2003,Hip,PConc,SBrkr,2262,2,4,1,2,3,Normal,305000
621,8248,Pave,Grvl,AllPub,Edwards,1Fam,1Story,1914,Gable,BrkTil,FuseF,864,1,2,1,0,0,Normal,67000
622,10800,Pave,,AllPub,NWAmes,1Fam,2Story,1974,Gable,CBlock,SBrkr,2614,2,4,1,1,2,Normal,240000
623,7064,Pave,,AllPub,Sawyer,1Fam,1Story,1977,Gable,CBlock,SBrkr,980,1,3,1,0,2,Normal,135000
624,2117,Pave,,AllPub,Somerst,TwnhsE,2Story,2000,Gable,PConc,SBrkr,1512,2,2,1,1,2,Normal,168500
625,10400,Pave,,AllPub,NWAmes,1Fam,2Story,1972,Gable,CBlock,SBrkr,1790,1,4,1,1,2,Normal,165150
626,10000,Pave,,AllPub,NAmes,1Fam,1Story,1962,Hip,CBlock,SBrkr,1116,1,3,1,0,2,Normal,160000
627,12342,Pave,,AllPub,NAmes,1Fam,1Story,1960,Hip,CBlock,SBrkr,1422,1,3,1,1,1,Normal,139900
628,9600,Pave,,AllPub,NAmes,1Fam,SLvl,1955,Gable,CBlock,SBrkr,1520,1,3,1,2,1,Normal,153000
629,11606,Pave,,AllPub,NAmes,1Fam,2Story,1969,Gable,PConc,SBrkr,2080,1,5,1,2,2,Family,135000
630,9020,Pave,,AllPub,NAmes,1Fam,SLvl,1964,Gable,CBlock,SBrkr,1350,1,3,1,0,2,Normal,168500
631,9000,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1880,Gable,BrkTil,FuseA,1750,1,3,1,0,1,Abnorml,124000
632,4590,Pave,,AllPub,NridgHt,Twnhs,1Story,2006,Gable,PConc,SBrkr,1554,2,2,1,1,2,Normal,209500
633,11900,Pave,,AllPub,NWAmes,1Fam,1Story,1977,Hip,CBlock,SBrkr,1411,2,3,1,1,2,Family,82500
634,9250,Pave,,AllPub,NAmes,1Fam,1Story,1954,Gable,CBlock,SBrkr,1056,1,3,1,0,1,Normal,139400
635,6979,Pave,,AllPub,OldTown,Duplex,SFoyer,1980,Gable,CBlock,SBrkr,1056,0,0,2,0,2,Normal,144000
636,10896,Pave,Pave,AllPub,SWISU,2fmCon,2.5Fin,1914,Hip,CBlock,FuseA,3395,2,8,2,0,0,Abnorml,200000
637,6120,Pave,,AllPub,BrkSide,1Fam,1Story,1936,Gable,BrkTil,FuseA,800,1,1,1,1,0,Normal,60000
638,6000,Pave,,AllPub,OldTown,2fmCon,1.5Fin,1954,Gable,CBlock,FuseA,1387,2,3,2,0,1,Normal,93000
639,8777,Pave,,AllPub,Edwards,1Fam,1Story,1910,Gable,CBlock,FuseA,796,1,2,1,0,0,Normal,85000
640,3982,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2006,Hip,PConc,SBrkr,1567,2,1,1,1,3,Partial,264561
641,12677,Pave,,AllPub,NridgHt,TwnhsE,1Story,2003,Hip,PConc,SBrkr,1518,1,1,1,1,2,Normal,274000
642,7050,Pave,,AllPub,Somerst,1Fam,2Story,2001,Gable,PConc,SBrkr,1929,2,3,1,1,2,Normal,226000
643,13860,Pave,,AllPub,NAmes,1Fam,SLvl,1972,Gable,CBlock,SBrkr,2704,2,4,1,3,2,Normal,345000
644,10793,Pave,,AllPub,NWAmes,1Fam,2Story,1969,Mansard,CBlock,SBrkr,1620,2,4,1,0,2,Normal,152000
645,9187,Pave,,AllPub,Somerst,1Fam,1Story,2009,Gable,PConc,SBrkr,1766,2,2,1,1,3,Partial,370878
646,10530,Pave,,AllPub,NAmes,1Fam,1Story,1971,Hip,CBlock,,981,1,3,1,0,2,Normal,143250
647,7200,Pave,,AllPub,NAmes,1Fam,1Story,1950,Hip,CBlock,,1048,1,3,1,0,2,Normal,98300
648,10452,Pave,,AllPub,Edwards,1Fam,1Story,1953,Hip,CBlock,,1094,1,3,1,2,2,Normal,155000
649,7700,Pave,,AllPub,NAmes,1Fam,2Story,1966,Gable,CBlock,,1839,1,4,1,1,2,Normal,155000
650,1936,Pave,,AllPub,MeadowV,Twnhs,SFoyer,,Gable,CBlock,,630,1,1,1,0,0,Normal,84500
651,8125,Pave,,AllPub,Somerst,1Fam,2Story,2007,Gable,PConc,SBrkr,1665,2,3,1,0,2,Normal,205950
652,9084,Pave,,AllPub,Edwards,,2Story,1940,Gable,CBlock,SBrkr,1510,1,4,1,1,1,Normal,108000
653,8750,Pave,,AllPub,CollgCr,1Fam,2Story,1996,Gable,PConc,SBrkr,1716,2,2,1,1,2,Normal,191000
654,10320,Pave,Grvl,AllPub,IDOTRR,1Fam,1.5Fin,1906,Gable,CBlock,SBrkr,1469,1,3,1,0,1,Normal,135000
655,10437,Pave,,AllPub,NoRidge,1Fam,1Story,1995,Hip,PConc,SBrkr,2113,2,2,1,1,3,Normal,350000
656,1680,Pave,,AllPub,BrDale,Twnhs,2Story,1971,Gable,CBlock,SBrkr,1092,1,3,1,0,1,Family,88000
657,10007,Pave,,AllPub,,1Fam,1Story,1959,Gable,CBlock,SBrkr,1053,1,3,1,0,1,Normal,145500
658,7200,Pave,,,Crawfor,1Fam,2Story,1931,Gable,BrkTil,SBrkr,1502,1,3,1,1,1,Normal,149000
659,17503,Pave,,AllPub,NAmes,1Fam,1.5Fin,1948,Gable,CBlock,SBrkr,1458,1,3,1,1,1,Abnorml,97500
660,9937,Pave,,AllPub,Edwards,1Fam,1Story,1964,Hip,PConc,SBrkr,1486,1,3,1,0,2,Normal,167000
661,12384,Pave,,AllPub,NWAmes,1Fam,2Story,1976,Gable,CBlock,SBrkr,1935,2,3,1,1,2,Normal,197900
662,46589,Pave,,AllPub,NoRidge,1Fam,2Story,1994,Hip,PConc,SBrkr,2448,2,4,1,1,3,Normal,402000
663,13560,Pave,,AllPub,NAmes,1Fam,1Story,1968,Hip,CBlock,SBrkr,1392,1,2,1,2,2,Normal,110000
664,10012,Pave,,AllPub,Edwards,1Fam,SFoyer,1972,Gable,CBlock,SBrkr,1181,2,3,1,0,2,Normal,137500
665,20896,Pave,,AllPub,Somerst,1Fam,1Story,2005,Gable,PConc,SBrkr,2097,1,1,1,1,3,Partial,423000
666,11194,Pave,,AllPub,Gilbert,1Fam,2Story,2000,Gable,PConc,SBrkr,1936,2,3,1,1,2,Normal,230500
667,18450,Pave,,AllPub,NAmes,1Fam,2Story,1965,Flat,CBlock,SBrkr,2380,2,3,1,1,2,Abnorml,129000
668,8125,Pave,,AllPub,SawyerW,1Fam,1Story,1994,Gable,PConc,SBrkr,1679,2,3,1,1,2,Normal,193500
669,14175,Pave,,AllPub,Sawyer,1Fam,1Story,1956,Gable,CBlock,SBrkr,1437,1,3,1,1,2,Normal,168000
670,11600,Pave,,AllPub,Crawfor,1Fam,1Story,1922,Gable,BrkTil,SBrkr,1180,1,2,1,1,1,Normal,137500
671,8633,Pave,,AllPub,CollgCr,1Fam,2Story,2005,Gable,PConc,SBrkr,1476,2,3,1,0,2,Normal,173500
672,6629,Pave,,AllPub,Edwards,1Fam,2Story,1925,Gambrel,BrkTil,SBrkr,1369,2,3,1,0,1,Normal,103600
673,11250,Pave,,AllPub,Veenker,1Fam,1Story,1977,Gable,CBlock,SBrkr,1208,1,3,1,1,2,Normal,165000
674,14442,Pave,,AllPub,Crawfor,1Fam,1Story,1957,Hip,PConc,SBrkr,1839,2,3,1,2,2,Normal,257500
675,9200,Pave,,AllPub,NAmes,1Fam,1Story,1965,Gable,CBlock,SBrkr,1136,1,3,1,1,1,Normal,140000
676,2289,Pave,,AllPub,NPkVill,Twnhs,2Story,1978,Gable,CBlock,SBrkr,1441,2,3,1,1,2,Normal,148500
677,9600,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1900,Gable,BrkTil,SBrkr,1774,2,4,2,0,3,Normal,87000
678,9022,Pave,,AllPub,OldTown,1Fam,1Story,1924,Gable,BrkTil,SBrkr,792,1,2,1,0,1,Normal,109500
679,11844,Pave,,AllPub,StoneBr,1Fam,1Story,2008,Hip,PConc,SBrkr,2046,2,3,1,1,3,Partial,372500
680,9945,Pave,,AllPub,Sawyer,1Fam,1Story,1961,Hip,CBlock,SBrkr,988,1,3,1,0,2,Normal,128500
681,8012,Pave,,AllPub,SawyerW,TwnhsE,1Story,1980,Gable,CBlock,SBrkr,923,2,2,1,1,1,Normal,143000
682,4500,Pave,Pave,AllPub,SWISU,1Fam,1.5Fin,1932,Gable,BrkTil,SBrkr,1520,1,3,1,0,1,Abnorml,159434
683,2887,Pave,,AllPub,ClearCr,1Fam,1Story,1996,Gable,PConc,SBrkr,1291,1,2,1,1,2,Normal,173000
684,11248,Pave,,AllPub,CollgCr,1Fam,1Story,2002,Hip,PConc,SBrkr,1668,2,3,1,1,3,Normal,285000
685,16770,Pave,,AllPub,NoRidge,1Fam,2Story,1998,Gable,PConc,SBrkr,1839,2,4,1,0,2,Normal,221000
686,5062,Pave,,AllPub,StoneBr,TwnhsE,2Story,1984,Gable,CBlock,SBrkr,2090,2,3,1,1,2,Normal,207500
687,10207,Pave,,AllPub,Somerst,1Fam,2Story,2007,Gable,PConc,SBrkr,1761,3,3,1,0,2,Partial,227875
688,5105,Pave,,AllPub,Somerst,TwnhsE,2Story,2004,Gable,PConc,SBrkr,1102,2,2,1,0,2,Normal,148800
689,8089,Pave,,AllPub,StoneBr,1Fam,1Story,2007,Gable,PConc,SBrkr,1419,2,2,1,1,2,Partial,392000
690,7577,Pave,,AllPub,NridgHt,TwnhsE,1Story,2005,Gable,PConc,SBrkr,1362,2,2,1,1,2,Normal,194700
691,4426,Pave,,AllPub,CollgCr,TwnhsE,1Story,2004,Gable,PConc,SBrkr,848,1,1,1,1,2,Normal,141000
692,21535,Pave,,AllPub,NoRidge,1Fam,2Story,1994,Gable,PConc,SBrkr,4316,3,4,1,2,3,Normal,755000
693,26178,Pave,,AllPub,Timber,1Fam,2Story,1989,Hip,PConc,SBrkr,2519,2,4,1,2,2,Normal,335000
694,5400,Pave,,AllPub,OldTown,1Fam,1Story,1921,Gable,BrkTil,SBrkr,1073,1,2,1,0,1,Abnorml,108480
695,6120,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1936,Gable,BrkTil,SBrkr,1539,1,3,1,0,2,Normal,141500
696,13811,Pave,,AllPub,Timber,1Fam,1Story,1987,Gable,CBlock,SBrkr,1137,2,2,1,1,2,Normal,176000
697,6000,Pave,,AllPub,BrkSide,1Fam,1Story,1921,Gable,CBlock,SBrkr,616,1,2,1,0,1,Normal,89000
698,6420,Pave,,AllPub,Edwards,1Fam,1Story,1952,Gable,PConc,FuseA,1148,1,2,1,0,1,Normal,123500
699,8450,Pave,,AllPub,Sawyer,1Fam,1Story,1965,Gable,CBlock,SBrkr,894,1,3,1,1,1,Normal,138500
700,4282,Pave,Pave,AllPub,Somerst,TwnhsE,1Story,2004,Gable,PConc,SBrkr,1391,2,2,1,0,2,Normal,196000
701,14331,Pave,,AllPub,Timber,1Fam,1Story,2002,Hip,PConc,SBrkr,1800,2,3,1,1,3,Normal,312500
702,9600,Pave,,AllPub,NWAmes,1Fam,1Story,1969,Hip,CBlock,SBrkr,1164,1,3,1,0,2,Normal,140000
703,12438,Pave,,AllPub,StoneBr,1Fam,2Story,2006,Hip,PConc,SBrkr,2576,2,4,1,1,3,Partial,361919
704,7630,Pave,,AllPub,OldTown,2fmCon,2Story,1900,Gable,BrkTil,SBrkr,1812,2,4,2,1,2,Normal,140000
705,8400,Pave,,AllPub,CollgCr,1Fam,1Story,2004,Gable,PConc,SBrkr,1484,2,3,1,0,2,Normal,213000
706,5600,Pave,,AllPub,IDOTRR,2fmCon,2Story,1930,Hip,Slab,SBrkr,1092,2,3,2,0,0,Normal,55000
707,115149,Pave,,AllPub,ClearCr,1Fam,1Story,1971,Gable,CBlock,SBrkr,1824,2,2,1,2,2,Normal,302000
708,6240,Pave,,AllPub,NridgHt,TwnhsE,1Story,2006,Hip,PConc,SBrkr,1324,2,2,1,1,2,Normal,254000
709,9018,Pave,,AllPub,Gilbert,1Fam,2Story,2007,Hip,PConc,SBrkr,1456,2,3,1,1,2,Partial,179540
710,7162,Pave,,AllPub,Sawyer,1Fam,1Story,1966,Gable,PConc,SBrkr,904,1,3,1,0,1,Abnorml,109900
711,4130,Pave,,AllPub,BrkSide,1Fam,1Story,1935,Gable,CBlock,SBrkr,729,1,2,1,0,0,Normal,52000
712,8712,Pave,Pave,AllPub,IDOTRR,1Fam,1.5Fin,1900,Gable,Stone,SBrkr,1178,1,2,1,0,1,Abnorml,102776
713,4671,Pave,,AllPub,StoneBr,TwnhsE,1Story,1988,Gable,PConc,SBrkr,1228,2,2,1,1,2,Normal,189000
714,9873,Pave,,AllPub,BrkSide,2fmCon,1Story,1970,Gable,CBlock,SBrkr,960,1,3,1,0,2,Normal,129000
715,13517,Pave,,AllPub,Sawyer,1Fam,2Story,1976,Gable,CBlock,SBrkr,1479,2,3,1,0,2,Normal,130500
716,10140,Pave,,AllPub,NWAmes,1Fam,1Story,1974,Hip,CBlock,SBrkr,1350,2,3,1,1,2,Normal,165000
717,10800,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1890,Gable,BrkTil,SBrkr,2554,1,3,1,0,2,Normal,159500
718,10000,Pave,,AllPub,NWAmes,1Fam,1Story,1973,Gable,CBlock,SBrkr,1178,1,3,1,1,2,Normal,157000
719,10542,Pave,,AllPub,NoRidge,1Fam,2Story,1993,Hip,PConc,SBrkr,2418,2,3,1,1,3,Normal,341000
720,9920,Pave,,AllPub,CollgCr,1Fam,1Story,1969,Gable,CBlock,SBrkr,971,1,3,1,1,1,Normal,128500
721,6563,Pave,,AllPub,StoneBr,1Fam,1Story,1985,Gable,PConc,SBrkr,1742,2,2,1,1,2,Normal,275000
722,4426,Pave,,AllPub,CollgCr,TwnhsE,1Story,2004,Gable,PConc,SBrkr,848,1,1,1,0,2,Normal,143000
723,8120,Pave,,AllPub,NAmes,1Fam,1Story,1970,Gable,CBlock,SBrkr,864,1,3,1,0,2,Normal,124500
724,8172,Pave,,AllPub,Edwards,1Fam,1.5Fin,1954,Gable,PConc,SBrkr,1470,2,4,1,0,1,Normal,135000
725,13286,Pave,,AllPub,Edwards,1Fam,1Story,2007,Hip,PConc,SBrkr,1698,2,3,1,1,3,Normal,320000
726,6960,Pave,,AllPub,NAmes,1Fam,1Story,1970,Gable,CBlock,SBrkr,864,1,3,1,0,2,Normal,120500
727,21695,Pave,,AllPub,Crawfor,1Fam,1Story,1988,Hip,CBlock,SBrkr,1680,2,3,1,1,2,Normal,222000
728,7314,Pave,,AllPub,CollgCr,1Fam,1Story,2007,Gable,PConc,SBrkr,1232,2,2,1,0,2,Normal,194500
729,11475,Pave,,,,,1Story,1958,Gable,CBlock,SBrkr,1776,2,4,2,0,3,Abnorml,110000
730,6240,Pave,Grvl,AllPub,IDOTRR,1Fam,1.5Fin,1925,Gable,CBlock,FuseA,1208,1,2,1,0,2,Normal,103000
731,5389,Pave,,AllPub,StoneBr,TwnhsE,1Story,1995,Gable,PConc,SBrkr,1616,2,2,1,1,2,Normal,236500
732,9590,Pave,,AllPub,Timber,1Fam,SLvl,2003,Gable,PConc,SBrkr,1146,2,3,1,1,2,Normal,187500
733,11404,Pave,,AllPub,CollgCr,1Fam,2Story,1998,Gable,PConc,SBrkr,2031,2,3,1,1,2,Normal,222500
734,10000,Pave,,AllPub,Sawyer,1Fam,1Story,1961,Hip,CBlock,SBrkr,1144,1,3,1,1,1,Normal,131400
735,8978,Pave,,AllPub,Sawyer,1Fam,1Story,1968,Gable,PConc,SBrkr,948,1,3,1,0,1,Family,108000
736,10800,Pave,,AllPub,OldTown,1Fam,2.5Unf,1914,Gable,BrkTil,SBrkr,1768,1,2,1,2,2,Normal,163000
737,8544,Pave,,AllPub,NAmes,Duplex,1Story,1950,Gable,CBlock,FuseF,1040,2,2,2,0,2,Normal,93500
738,10463,Pave,,AllPub,Gilbert,1Fam,2Story,2005,Gable,PConc,SBrkr,1801,2,3,1,1,3,Normal,239900
739,10800,Pave,,AllPub,Edwards,Duplex,1Story,1987,Gable,CBlock,SBrkr,1200,3,3,1,0,0,Alloca,179000
740,9313,Pave,,AllPub,CollgCr,1Fam,2Story,2004,Gable,PConc,SBrkr,1728,2,3,1,0,2,Normal,190000
741,9600,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1910,Gable,BrkTil,SBrkr,1432,2,2,1,0,2,Abnorml,132000
742,6768,Pave,,AllPub,Sawyer,1Fam,1Story,1961,Hip,CBlock,SBrkr,912,1,3,1,0,1,Normal,142000
743,8450,Pave,,AllPub,SawyerW,1Fam,1Story,2000,Gable,PConc,SBrkr,1349,2,3,1,0,2,Normal,179000
744,12886,Pave,,AllPub,Sawyer,1Fam,SLvl,1963,Gable,CBlock,SBrkr,1464,2,3,1,1,2,Normal,175000
745,5395,Pave,,AllPub,StoneBr,TwnhsE,1Story,1993,Gable,PConc,SBrkr,1337,2,2,1,1,2,Normal,180000
746,8963,Pave,,AllPub,NWAmes,1Fam,2Story,1976,Hip,CBlock,SBrkr,2715,3,4,1,2,2,Normal,299800
747,8795,Pave,,AllPub,Gilbert,1Fam,2Story,2000,Gable,PConc,SBrkr,2256,2,4,1,1,2,Normal,236000
748,11700,Pave,Pave,AllPub,OldTown,1Fam,2Story,1880,Mansard,Stone,SBrkr,2640,1,4,1,1,4,Normal,265979
749,10593,Pave,,AllPub,NoRidge,1Fam,1Story,1996,Hip,PConc,SBrkr,1720,2,3,1,1,2,Normal,260400
750,8405,Pave,,AllPub,Edwards,1Fam,1.5Fin,1945,Gable,Slab,FuseF,1529,2,4,1,0,1,Normal,98000
751,8800,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,1910,Gable,BrkTil,SBrkr,1140,1,3,1,0,0,Normal,96500
752,7750,Pave,,AllPub,Gilbert,1Fam,2Story,2003,Gable,PConc,SBrkr,1320,2,3,1,0,2,Normal,162000
753,9236,Pave,,AllPub,CollgCr,1Fam,1Story,1997,Gable,PConc,SBrkr,1494,2,3,1,0,2,Normal,217000
754,10240,Pave,,AllPub,NridgHt,1Fam,2Story,2005,Gable,PConc,SBrkr,2098,2,3,1,1,3,Normal,275500
755,7930,Pave,,AllPub,NAmes,1Fam,1Story,1969,Gable,CBlock,SBrkr,1026,1,3,1,0,2,Normal,156000
756,3230,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,1999,Gable,PConc,SBrkr,1471,2,3,1,0,2,Normal,172500
757,10769,Pave,,AllPub,CollgCr,1Fam,2Story,2007,Gable,PConc,SBrkr,1768,2,3,1,0,2,Normal,212000
758,11616,Pave,,AllPub,Sawyer,1Fam,2Story,1978,Hip,CBlock,SBrkr,1386,2,3,1,1,2,Abnorml,158900
759,2280,Pave,Pave,AllPub,Somerst,Twnhs,2Story,1999,Gable,PConc,SBrkr,1501,2,3,1,0,2,Normal,179400
760,12257,Pave,,AllPub,NoRidge,1Fam,2Story,1995,Gable,PConc,SBrkr,2531,2,4,1,1,3,Normal,290000
761,9100,Pave,,AllPub,NAmes,1Fam,1Story,1959,Hip,CBlock,SBrkr,864,1,2,1,0,1,Normal,127500
762,6911,Pave,,AllPub,BrkSide,1Fam,1Story,1924,Gable,PConc,SBrkr,1301,1,2,1,0,2,Normal,100000
763,8640,Pave,,AllPub,Somerst,1Fam,2Story,2009,Gable,PConc,SBrkr,1547,2,3,1,0,2,Normal,215200
764,9430,Pave,,AllPub,NoRidge,1Fam,2Story,1999,Gable,PConc,SBrkr,2365,2,3,1,1,3,Normal,337000
765,9549,Pave,,AllPub,Veenker,TwnhsE,1Story,1995,Hip,PConc,SBrkr,1494,1,2,1,1,2,Normal,270000
766,14587,Pave,,AllPub,Somerst,1Fam,1Story,2008,Gable,PConc,SBrkr,1506,2,2,1,1,2,Partial,264132
767,10421,Pave,,AllPub,NWAmes,1Fam,2Story,1988,Gable,CBlock,SBrkr,1714,2,3,1,1,2,Normal,196500
768,12508,Pave,,AllPub,Mitchel,1Fam,1.5Fin,1940,Gable,CBlock,SBrkr,1750,2,4,1,0,1,Normal,160000
769,9100,Pave,,AllPub,CollgCr,1Fam,1Story,2004,Hip,PConc,SBrkr,1836,2,3,1,1,2,Normal,216837
770,53504,Pave,,AllPub,StoneBr,1Fam,2Story,2003,Hip,PConc,SBrkr,3279,3,4,1,1,3,Normal,538000
771,7252,Pave,,AllPub,Sawyer,1Fam,SFoyer,1982,Hip,CBlock,SBrkr,858,1,2,1,0,2,Normal,134900
772,8877,Pave,,AllPub,Edwards,1Fam,1Story,1951,Gable,CBlock,FuseF,1220,1,2,1,0,2,Normal,102000
773,7819,Pave,,AllPub,Edwards,1Fam,SLvl,1976,Gable,CBlock,SBrkr,1117,1,3,1,1,2,Abnorml,107000
774,10150,Pave,,AllPub,NAmes,1Fam,1Story,1958,Gable,CBlock,FuseA,912,1,2,1,0,1,Normal,114500
775,14226,Pave,,AllPub,NridgHt,1Fam,1Story,2006,Hip,PConc,SBrkr,1973,2,3,1,1,3,Partial,395000
776,4500,Pave,,AllPub,Mitchel,TwnhsE,1Story,1998,Hip,PConc,SBrkr,1204,2,2,1,0,2,Normal,162000
777,11210,Pave,,AllPub,CollgCr,1Fam,1Story,2005,Gable,PConc,SBrkr,1614,2,3,1,0,3,Partial,221500
778,13350,Pave,,AllPub,Sawyer,1Fam,1Story,1974,Hip,CBlock,SBrkr,894,1,3,1,1,2,Normal,142500
779,8400,Pave,,AllPub,SawyerW,Duplex,1Story,1977,Gable,Slab,SBrkr,2020,2,4,2,2,2,Normal,144000
780,10530,Pave,,AllPub,Mitchel,Duplex,SFoyer,1977,Gable,CBlock,SBrkr,1004,1,2,1,0,2,Normal,135000
781,7875,Pave,,AllPub,Gilbert,1Fam,1Story,1995,Gable,PConc,SBrkr,1253,2,3,1,1,2,Normal,176000
782,7153,Pave,,AllPub,SawyerW,1Fam,2Story,1992,Gable,PConc,SBrkr,1603,2,3,1,0,2,Normal,175900
783,16285,Pave,,AllPub,CollgCr,1Fam,1Story,2001,Gable,PConc,SBrkr,1430,2,3,1,0,2,Normal,187100
784,9101,Pave,,AllPub,Mitchel,1Fam,SFoyer,1978,Gable,PConc,SBrkr,1110,1,1,1,1,2,Normal,165500
785,6300,Pave,Grvl,AllPub,OldTown,1Fam,2.5Unf,1914,Gable,CBlock,SBrkr,,,,,1,0,Normal,128000
786,9790,Pave,,AllPub,NWAmes,1Fam,1Story,1967,Gable,CBlock,SBrkr,1342,2,3,1,1,2,Normal,161500
787,10800,Pave,,AllPub,OldTown,1Fam,1.5Fin,1915,Gable,PConc,SBrkr,1652,2,4,1,0,1,Normal,139000
788,10142,Pave,,AllPub,SawyerW,1Fam,2Story,2004,Gable,PConc,SBrkr,2084,2,4,1,0,2,Normal,233000
789,6000,Pave,,AllPub,OldTown,1Fam,1Story,1954,Gable,CBlock,SBrkr,901,1,2,1,0,1,Normal,107900
790,12205,Pave,,AllPub,ClearCr,1Fam,2Story,1966,Gable,CBlock,SBrkr,2087,2,5,1,0,2,Normal,187500
791,3182,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2005,Gable,PConc,SBrkr,1145,2,2,1,1,2,Normal,160200
792,11333,Pave,,AllPub,Mitchel,1Fam,SLvl,1976,Gable,PConc,SBrkr,1062,1,3,1,2,2,Normal,146800
793,9920,Pave,,AllPub,NoRidge,1Fam,2Story,1996,Gable,PConc,SBrkr,2013,2,3,1,1,2,Normal,269790
794,9158,Pave,,AllPub,Somerst,1Fam,1Story,2007,Gable,PConc,SBrkr,1496,2,3,1,0,2,Partial,225000
795,10832,Pave,,AllPub,Gilbert,1Fam,2Story,1994,Gable,PConc,SBrkr,1895,2,3,1,1,2,Normal,194500
796,8400,Pave,,AllPub,SawyerW,1Fam,2Story,1980,Gable,CBlock,SBrkr,1564,2,3,1,1,2,Normal,171000
797,8197,Pave,,AllPub,Sawyer,1Fam,1Story,1977,Gable,CBlock,SBrkr,1285,1,3,1,1,2,Normal,143500
798,7677,Pave,,AllPub,NAmes,1Fam,1Story,1953,Gable,CBlock,SBrkr,773,1,2,1,0,1,Abnorml,110000
799,13518,Pave,,AllPub,NridgHt,1Fam,2Story,2008,Hip,PConc,SBrkr,3140,3,4,1,2,3,Partial,485000
800,7200,Pave,,AllPub,SWISU,1Fam,1.5Fin,1937,Gable,BrkTil,SBrkr,1768,1,3,1,2,1,Normal,175000
801,12798,Pave,,AllPub,ClearCr,1Fam,2Story,1997,Gable,PConc,SBrkr,1688,2,4,1,0,2,Normal,200000
802,4800,Pave,,AllPub,IDOTRR,1Fam,1Story,1916,Gable,CBlock,FuseA,1196,1,2,1,0,2,Normal,109900
803,8199,Pave,,AllPub,CollgCr,1Fam,2Story,2005,Gable,PConc,SBrkr,1456,2,3,1,1,2,Normal,189000
804,13891,Pave,,AllPub,NridgHt,1Fam,2Story,2008,Hip,PConc,SBrkr,2822,3,4,1,1,3,Partial,582933
805,9000,Pave,,AllPub,NAmes,1Fam,1Story,1954,Gable,CBlock,SBrkr,1128,1,2,1,0,1,Family,118000
806,12274,Pave,,AllPub,Somerst,1Fam,1Story,2008,Gable,PConc,SBrkr,1428,2,3,1,0,2,Partial,227680
807,9750,Pave,,AllPub,NAmes,1Fam,SLvl,1967,Gable,PConc,SBrkr,980,2,3,1,0,1,Normal,135500
808,21384,Pave,,AllPub,BrkSide,1Fam,2Story,1923,Gable,CBlock,SBrkr,1576,1,3,1,1,2,Normal,223500
809,13400,Pave,,AllPub,NAmes,1Fam,SLvl,1966,Gable,CBlock,SBrkr,1086,1,3,1,1,2,Normal,159950
810,8100,Pave,,AllPub,OldTown,1Fam,2.5Unf,1898,Hip,PConc,FuseA,2138,2,2,3,0,2,Normal,106000
811,10140,Pave,,AllPub,NWAmes,1Fam,1Story,1974,Hip,CBlock,SBrkr,1309,1,3,1,1,2,Normal,181000
812,4438,Pave,,AllPub,CollgCr,TwnhsE,1Story,2004,Gable,PConc,SBrkr,848,1,1,1,1,2,Normal,144500
813,8712,Grvl,,AllPub,IDOTRR,1Fam,1Story,1952,Hip,CBlock,FuseA,1044,1,2,1,0,2,Alloca,55993
814,9750,Pave,,AllPub,NAmes,1Fam,1Story,1958,Gable,CBlock,SBrkr,1442,1,4,1,0,1,Normal,157900
815,8248,Pave,Grvl,AllPub,Edwards,1Fam,1.5Fin,1918,Gable,BrkTil,SBrkr,1250,1,3,1,0,1,Normal,116000
